时间,燃,弹,钢,铝,高速建造,高速修复,资材,螺丝
2016/06/12 00:02:10,107890,124699,150778,114119,1075,813,981,2
2016/06/11 23:15:01,105972,123998,148921,113861,1075,811,980,2
2016/06/11 22:17:16,105992,123898,148891,113861,1075,810,980,2
2016/06/11 21:00:02,104037,123620,148901,113932,1075,813,981,2
2016/06/11 20:00:46,103548,123913,148299,113737,1074,816,978,2
2016/06/11 19:45:22,102629,123571,147886,113703,1074,815,978,2
2016/06/11 13:08:25,101455,122966,147111,113479,1073,813,977,2
2016/06/11 06:06:10,101395,122905,147036,113399,1073,810,976,2
2016/06/11 05:24:24,101438,123690,147864,113275,1071,807,976,2
2016/06/11 04:51:56,101458,123590,147834,113275,1071,807,976,2
2016/06/11 03:00:52,100238,123197,147395,113041,1070,804,976,2
2016/06/11 02:00:18,99312,122519,146540,112561,1069,799,975,2
2016/06/11 01:14:53,99346,122433,146456,112561,1069,798,975,2
2016/06/11 00:20:13,98218,122722,146661,112329,1068,795,976,2
2016/06/10 21:00:41,98238,122627,146560,112329,1068,793,976,2
2016/06/10 20:01:42,97727,121663,146037,112088,1068,792,974,2
2016/06/10 19:12:26,97219,122918,146098,112004,1068,792,973,2
2016/06/10 07:15:07,96941,122473,146034,111970,1068,792,973,2
2016/06/10 06:05:21,96329,122361,145629,111970,1068,791,973,2
2016/06/10 05:12:59,96416,122450,145385,111836,1067,790,972,2
2016/06/10 04:00:24,95486,122197,145006,111802,1067,790,972,2
2016/06/10 03:27:39,95455,122027,144946,111802,1067,788,972,2
2016/06/10 02:35:49,95197,121612,144903,111768,1067,790,972,2
2016/06/10 01:04:55,94202,121259,144494,111734,1067,790,972,2
2016/06/10 00:02:59,94171,121189,144464,111734,1067,789,972,2
2016/06/9 23:30:13,93961,120817,144400,111700,1067,788,972,2
2016/06/9 22:04:28,93031,120464,143991,111666,1067,787,972,2
2016/06/9 20:04:16,93131,120020,144147,110908,1067,789,970,0
2016/06/9 18:01:55,93139,119952,144117,110908,1067,789,970,0
2016/06/9 17:02:16,92619,120339,143658,110293,1066,796,965,0
2016/06/9 16:03:12,92369,119956,143148,110161,1066,796,964,0
2016/06/9 15:02:9,93188,120600,142670,111046,1065,795,976,3
2016/06/9 14:44:52,92258,120245,142258,111012,1065,795,976,3
2016/06/9 07:20:34,91880,119700,142094,110878,1065,794,975,3
2016/06/9 06:23:30,91918,120875,142834,110741,1063,791,972,3
2016/06/9 05:00:35,91186,120788,142425,110707,1063,791,972,3
2016/06/9 02:01:15,91206,120688,142395,110707,1063,790,972,3
2016/06/9 01:04:46,91115,120505,141635,110603,1062,788,967,3
2016/06/9 00:23:02,90272,120144,141076,110569,1062,790,967,3
2016/06/08 19:00:40,90288,120166,141066,110569,1062,790,967,3
2016/06/08 18:00:41,89386,119718,140527,110535,1062,789,967,3
2016/06/08 17:17:50,88849,118832,139900,110256,1061,787,965,3
2016/06/08 12:52:02,87303,118569,138782,110038,1061,786,965,3
2016/06/08 08:15:31,87025,118124,138718,110004,1061,785,965,3
2016/06/08 07:00:40,87078,117939,138634,110004,1061,785,965,3
2016/06/08 06:01:16,85989,118271,138977,109830,1060,782,964,3
2016/06/08 05:14:07,85814,117962,138527,109496,1059,780,961,2
2016/06/08 04:08:58,85831,117924,138396,109446,1058,779,960,2
2016/06/08 03:23:44,84921,117471,137957,109412,1058,778,960,2
2016/06/08 02:05:16,84744,117081,137583,109361,1058,782,960,2
2016/06/08 01:03:29,85217,117576,137247,109348,1058,783,959,2
2016/06/08 00:03:04,84437,117092,136764,109204,1058,783,959,2
2016/06/07 23:05:06,84159,116647,136700,109170,1058,783,959,2
2016/06/07 22:00:51,84199,116447,136640,109170,1058,782,959,2
2016/06/07 21:30:21,83186,116528,136024,108499,1057,779,957,1
2016/06/07 18:00:24,82284,116426,136207,108125,1054,775,953,1
2016/06/07 17:01:43,82788,116781,136147,108075,1054,774,952,1
2016/06/07 16:36:45,81758,116328,135638,107941,1054,774,951,1
2016/06/07 14:00:34,81994,116705,135558,107941,1053,773,951,1
2016/06/07 13:51:33,81077,116233,134660,107618,1053,772,948,1
2016/06/07 02:06:23,79637,115891,133729,107837,1053,770,949,2
2016/06/07 00:04:02,79547,115885,133645,107831,1053,770,949,2
2016/06/06 23:32:25,79131,115460,133555,107797,1053,770,949,2
2016/06/06 22:01:53,77891,115640,132850,107772,1053,766,949,1
2016/06/06 21:27:23,77506,114733,132749,107235,1053,766,947,1
2016/06/06 20:04:59,77506,114666,132725,107235,1053,765,947,1
2016/06/06 19:32:22,76443,114046,132016,107051,1053,765,947,1
2016/06/06 18:03:42,75489,113498,131602,106759,1052,761,946,1
2016/06/06 17:42:12,75484,113424,131563,106759,1052,760,946,1
2016/06/06 16:00:05,74338,112895,130808,106635,1051,758,946,1
2016/06/06 15:01:17,74123,113497,131087,106208,1050,753,943,1
2016/06/06 14:10:40,74143,113397,131057,106208,1050,752,943,1
2016/06/06 13:25:01,74535,113682,130947,106208,1049,752,943,1
2016/06/06 12:53:48,73605,113329,130538,106174,1049,752,943,1
2016/06/06 04:00:40,73728,113396,130233,106074,1049,748,942,1
2016/06/06 03:00:12,73634,113140,130175,106050,1049,748,942,1
2016/06/06 02:26:48,72704,112687,129736,106016,1049,747,942,1
2016/06/06 00:01:30,72996,112988,130022,106046,1049,747,944,1
2016/06/05 23:14:19,71829,112272,129214,105842,1048,743,941,1
2016/06/05 22:04:26,71829,112272,129214,105842,1048,743,941,1
2016/06/05 21:07:08,71626,111778,129152,105868,1048,742,943,1
2016/06/05 20:00:42,71723,112786,129955,105748,1047,741,943,1
2016/06/05 19:24:38,70867,112235,129208,105514,1047,740,942,1
2016/06/05 9:04:49,71072,112452,129128,105514,1046,740,942,1
2016/06/05 08:43:44,70893,112140,129064,105480,1046,739,942,1
2016/06/05 07:03:23,70615,111695,129000,105446,1046,739,942,1
2016/06/05 06:17:54,70002,111620,128495,105346,1046,738,941,1
2016/06/05 05:30:18,69724,111175,128431,105312,1046,738,941,1
2016/06/05 04:18:22,69764,110975,128371,105312,1046,738,941,1
2016/06/05 03:32:50,68834,110622,127962,105278,1046,737,941,1
2016/06/05 02:00:10,68874,110422,127902,105278,1046,736,941,1
2016/06/05 01:21:19,68596,109977,127838,105244,1046,735,941,1
2016/06/05 00:03:46,67686,109524,127399,105210,1046,735,941,1
2016/06/04 22:00:23,67428,108979,127305,105176,1046,734,941,1
2016/06/04 21:18:49,67498,108819,127212,105176,1046,733,941,1
2016/06/04 20:08:33,66552,108714,127174,105052,1046,732,946,5
2016/06/04 19:01:12,66244,108119,127030,104968,1045,732,945,5
2016/06/04 18:00:29,66284,107919,126970,104968,1045,731,945,5
2016/06/04 17:30:37,65823,108123,126486,104880,1045,730,944,5
2016/06/04 16:00:25,65935,108254,126462,104860,1045,728,944,5
2016/06/04 15:01:59,64552,108321,125932,104527,1044,725,938,2
2016/06/04 14:00:02,64168,109510,126279,104166,1041,720,938,2
2016/06/04 13:51:19,63436,109423,125870,104132,1041,720,938,2
2016/06/04 03:02:01,62840,109215,125585,104032,1041,719,937,2
2016/06/04 02:23:26,62562,108770,125521,103998,1041,719,937,2
2016/06/04 01:15:18,62637,108607,125447,103998,1041,719,937,2
2016/06/04 00:10:24,61736,108165,125004,103964,1041,718,937,2
2016/06/03 23:12:30,61478,107620,124910,103930,1041,717,937,2
2016/06/03 22:00:54,61518,107520,124880,103930,1041,716,937,2
2016/06/03 21:21:03,60588,107067,124441,103896,1041,715,937,2
2016/06/03 20:15:25,60330,106522,124347,103862,1041,714,937,2
2016/06/03 19:25:22,60407,106355,124209,103861,1041,713,937,2
2016/06/03 18:25:24,59576,105977,123749,103831,1041,712,937,2
2016/06/03 17:13:23,59346,105577,123689,103801,1041,711,937,2
2016/06/03 16:01:21,59125,105295,123457,103621,1040,710,938,2
2016/06/03 15:00:52,59708,109045,126443,103541,1039,707,942,2
2016/06/03 14:51:28,59030,109246,125988,103511,1038,707,942,2
2016/06/03 03:06:42,59378,109046,126504,103511,1038,705,942,2
2016/06/03 02:00:24,60162,110478,128547,103601,1038,710,958,14
2016/06/03 01:00:26,59425,110457,128200,103417,1037,709,958,11
2016/06/03 00:24:30,59264,110215,127823,103217,1037,712,954,9
2016/06/02 23:24:07,59256,110007,127970,103187,1037,716,954,9
2016/06/02 22:01:25,58834,110299,126691,102255,1037,723,954,0
2016/06/02 21:00:02,59559,110873,126580,101861,1037,723,954,1
2016/06/02 20:00:08,60195,111551,126114,101728,1036,724,958,4
2016/06/02 19:03:56,60417,111795,125918,101469,1036,730,956,4
2016/06/02 01:00:58,59638,112330,127963,100705,1033,734,951,4
2016/06/02 00:06:20,61805,113875,130401,101650,1033,746,951,4
2016/06/01 23:00:35,61684,112991,129295,100516,1032,750,947,4
2016/06/01 22:04:28,61554,112969,129070,100474,1032,753,947,4
2016/06/01 21:15:13,60719,112686,128232,100433,1032,753,947,4
2016/06/01 20:00:10,60719,112148,127221,100258,1031,754,940,4
2016/06/01 19:00:35,60479,111729,126280,99848,1031,749,934,3
2016/06/01 18:48:04,59406,110644,125935,99848,1031,744,933,3
2016/06/01 10:44:23,58339,110048,125333,99624,1030,743,932,3
2016/06/01 05:00:38,58679,111966,126616,99564,1028,740,934,3
2016/06/01 04:13:22,58602,111582,126663,99530,1028,742,934,3
2016/06/01 03:00:02,64754,114495,134028,100911,1028,760,934,3
2016/06/01 02:00:33,69528,117004,138891,101578,1028,779,934,3
2016/06/01 01:01:13,68762,116704,138764,101344,1027,778,934,3
2016/06/01 00:02:28,67057,116211,137603,101255,1027,776,930,3
2016/05/31 20:03:36,65597,115454,136864,100671,1027,776,928,2
2016/05/31 19:21:36,65637,115254,136804,100671,1027,774,928,2
2016/05/31 18:01:45,65395,114731,136701,100637,1027,773,928,2
2016/05/31 17:03:07,64777,114716,136033,100403,1026,772,925,2
2016/05/31 13:00:10,64826,117076,138820,101069,1025,771,956,21
2016/05/31 12:00:44,64885,116346,138434,100639,1023,771,949,19
2016/05/31 11:48:31,64054,116122,138025,100605,1023,771,949,19
2016/05/31 03:08:49,64021,115676,138329,100571,1023,771,949,19
2016/05/31 02:01:34,64128,115676,138179,100571,1023,770,949,19
2016/05/31 01:12:44,62974,114764,137040,100237,1023,768,946,19
2016/05/31 00:02:9,62717,114223,136765,100153,1022,766,945,19
2016/05/30 23:00:19,62790,114051,136627,100153,1022,766,945,19
2016/05/30 22:02:30,61607,113321,135873,100019,1020,765,943,19
2016/05/30 21:03:23,59686,113148,135231,99646,1018,763,936,15
2016/05/30 20:10:31,59388,112609,135181,99146,1018,763,934,15
2016/05/30 19:03:14,58094,112006,134507,98962,1018,764,934,15
2016/05/30 18:00:24,57494,111381,134016,98578,1018,760,933,15
2016/05/30 17:00:16,57524,111295,133976,98578,1018,759,933,15
2016/05/30 16:11:30,56829,111294,133415,98394,1018,758,931,15
2016/05/30 15:00:03,56829,111294,133415,98394,1018,758,931,15
2016/05/30 14:03:22,56713,110865,133060,98342,1016,752,947,26
2016/05/30 13:45:17,56095,110804,132646,98308,1015,752,947,26
2016/05/30 04:00:53,56829,111051,132735,97548,1015,754,947,24
2016/05/30 03:00:42,57461,112158,132387,97628,1015,752,947,24
2016/05/30 02:00:50,57020,111794,132037,97542,1015,751,946,24
2016/05/30 01:00:12,54763,112135,132295,97538,1015,752,951,26
2016/05/30 00:29:45,54252,112042,131930,97538,1015,752,951,26
2016/05/29 23:13:07,54019,111518,131805,97504,1015,751,951,26
2016/05/29 22:00:23,53783,111105,131683,97470,1015,751,951,26
2016/05/29 21:14:26,52965,110688,130788,97170,1014,750,949,26
2016/05/29 05:02:35,50644,109478,128906,96667,1012,739,946,26
2016/05/29 04:03:9,49793,109030,128838,96647,1012,739,946,26
2016/05/29 03:45:01,49813,108930,128808,96647,1012,738,946,26
2016/05/29 02:16:44,49597,108571,128758,96617,1012,739,946,26
2016/05/29 01:00:49,68424,123434,152463,116164,1042,737,1045,26
2016/05/29 00:52:34,67475,122818,151779,115930,1042,736,1045,26
2016/05/27 23:00:32,74042,133145,153205,115137,1038,819,1038,26
2016/05/27 22:00:12,74791,134842,153335,115166,1038,832,1038,26
2016/05/27 21:00:02,76326,136596,153652,115169,1038,844,1038,26
2016/05/27 20:27:00,76878,137217,153849,115169,1038,852,1038,26
2016/05/17 03:05:36,133177,173862,204331,134809,1001,1131,954,8
2016/05/17 02:04:54,140162,176561,209714,137405,1001,1144,951,8
2016/05/17 01:04:03,140667,176682,209464,137631,1001,1143,951,8
2016/05/17 00:9:07,150359,181746,217371,139497,1001,1163,951,8
2016/05/16 23:00:15,150899,181852,217341,139759,1001,1163,951,8
2016/05/16 22:00:04,152917,182636,217331,140059,1001,1161,951,8
2016/05/16 21:00:24,153178,182444,216710,140103,999,1158,949,8
2016/05/16 20:00:21,159561,186267,221181,141793,999,1174,949,8
2016/05/16 19:00:25,163970,189050,223910,142844,999,1183,949,8
2016/05/16 18:03:03,168357,191850,226309,144520,999,1192,977,25
2016/05/16 17:00:01,168708,191590,225959,144440,999,1190,977,25
2016/05/16 16:06:43,169513,191666,225642,144340,999,1188,976,25
2016/05/16 15:07:06,169619,191393,225578,144310,999,1184,976,25
2016/05/16 14:04:00,169708,191296,225493,144260,999,1183,975,25
2016/05/16 13:47:20,169653,190959,225265,144130,999,1182,973,25
2016/05/02 07:00:00,255528,217312,243759,170653,955,1227,874,5
2016/05/02 06:00:48,254690,216354,243395,170399,953,1224,872,5
2016/05/02 05:19:05,254862,216430,243335,170399,953,1224,872,5
2016/05/02 04:06:56,254132,215510,243241,170365,953,1222,872,5
2016/05/02 03:01:58,254179,215510,243241,170365,953,1222,872,5
2016/05/02 02:13:40,253402,214590,243147,170331,953,1221,872,5
2016/05/02 01:9:39,253053,214017,242853,170247,953,1218,871,5
2016/05/02 00:00:41,252953,213834,242532,170097,953,1216,869,5
2016/05/01 23:46:59,252003,212664,242118,169863,952,1216,868,5
2016/05/01 07:02:14,251400,211772,241990,169829,952,1214,868,5
2016/05/01 06:08:13,250437,210578,241660,169525,951,1208,883,16
2016/05/01 05:01:45,250403,210480,241546,169491,950,1207,883,16
2016/05/01 04:01:28,249610,209560,240931,169291,949,1206,880,16
2016/05/01 03:01:52,249362,209018,240799,169257,949,1204,880,16
2016/05/01 02:00:00,249332,208868,240719,169207,948,1204,879,16
2016/05/01 01:59:16,248582,208044,240655,169173,948,1204,879,16
2016/04/30 9:01:05,247070,205937,239746,168735,946,1197,876,16
2016/04/30 08:18:53,246320,205113,239682,168701,946,1196,876,16
2016/04/30 07:03:39,246254,204923,239571,168611,945,1194,876,16
2016/04/30 06:28:37,245896,204278,239377,168477,945,1194,875,16
2016/04/30 05:06:24,245166,203354,239283,168443,945,1193,875,16
2016/04/30 04:01:13,245206,203154,239223,168443,945,1191,875,16
2016/04/30 03:37:19,244456,202330,239159,168409,945,1191,875,16
2016/04/30 02:9:32,244496,202130,239099,168409,945,1190,875,16
2016/04/30 01:03:56,243734,201021,238716,168236,945,1188,875,16
2016/04/30 00:07:42,243409,200526,238602,168152,944,1187,874,16
2016/04/27 22:02:20,234975,187753,233218,166450,935,1159,859,17
2016/04/27 21:21:19,234975,187753,233218,166450,935,1159,859,17
2016/04/27 20:16:28,234225,186933,233154,166416,935,1159,859,17
2016/04/27 19:00:18,234415,186906,233094,166416,935,1157,859,17
2016/04/27 18:41:9,233958,186131,232702,166202,935,1154,859,17
2016/04/27 17:00:08,233515,185668,232657,166202,935,1154,859,17
2016/04/27 16:39:40,233237,185223,232593,166168,935,1154,859,17
2016/04/27 15:08:17,232721,184564,232472,166118,935,1152,857,17
2016/04/27 14:43:00,232299,183968,232144,165994,934,1150,857,17
2016/04/24 9:05:39,219084,164893,220564,161829,923,1113,828,14
2016/04/24 08:00:45,219023,164594,220187,162049,922,1111,833,15
2016/04/24 07:59:26,218279,163782,220123,162015,922,1111,833,15
2016/04/24 06:00:42,218222,163700,219868,161895,920,1107,831,15
2016/04/24 05:01:10,217460,162767,219687,161761,920,1106,830,15
2016/04/24 04:00:01,216703,161951,218990,161277,920,1102,828,15
2016/04/24 03:06:27,216755,161765,218930,161277,920,1102,828,15
2016/04/24 02:36:03,216006,160940,218833,161243,920,1101,828,15
2016/04/23 9:20:13,213971,158334,218206,160891,919,1100,825,15
2016/04/23 08:03:03,213971,158334,218206,160891,919,1100,825,15
2016/04/23 07:00:15,213297,157513,217789,160701,918,1098,824,15
2016/04/23 06:02:46,212898,156617,217335,160497,917,1093,820,15
2016/04/23 05:16:59,212806,156530,217221,160463,916,1092,820,15
2016/04/23 04:03:13,212375,156080,217168,160463,916,1091,820,15
2016/04/23 03:17:48,212129,155551,217074,160429,916,1091,820,15
2016/04/23 02:05:14,211433,154486,216680,160245,916,1090,820,15
2016/04/22 19:01:28,209703,152621,215742,160715,916,1089,830,15
2016/04/22 18:06:48,209640,152836,215335,160295,914,1082,818,14
2016/04/17 08:00:30,186391,124609,199960,152624,890,1012,763,12
2016/04/17 07:03:06,185855,124295,198937,152554,889,1010,764,12
2016/04/17 06:04:33,185812,124282,198853,152554,889,1010,763,12
2016/04/17 05:01:06,185052,124257,198331,152464,888,1009,762,12
2016/04/17 04:21:58,185111,123676,197826,152464,888,1009,762,12
2016/04/17 03:00:02,185105,123678,197786,152464,888,1009,762,12
2016/04/17 02:39:38,185054,123630,197706,152464,888,1009,762,12
2016/04/17 01:24:00,184446,123131,196816,152464,888,1009,762,12
2016/04/16 07:08:10,182263,122027,193644,151934,888,1003,759,12
2016/04/16 06:36:9,182384,121533,193139,151934,888,1003,759,12
2016/04/16 05:25:48,182363,121515,193099,151934,888,1003,759,12
2016/04/16 04:10:35,182414,121593,193059,151934,888,1003,759,12
2016/04/16 03:00:19,181755,121017,192169,151934,888,1003,759,12
2016/04/16 02:34:12,181743,121029,192129,151934,888,1003,759,12
2016/04/16 01:03:20,181156,120659,191239,151934,888,1003,759,12
2016/04/15 05:23:19,178282,119623,186671,151219,884,997,751,12
2016/04/15 03:02:24,178246,119595,186536,151219,884,997,751,12
2016/04/15 02:13:01,177657,119121,185629,151219,884,997,751,12
2016/04/14 00:00:14,175340,117673,182180,150705,880,990,777,19
2016/04/13 23:03:45,173974,117048,180157,150416,880,987,777,19
2016/04/13 22:01:26,173826,117119,180001,150119,880,987,777,19
2016/04/13 21:01:32,173826,117119,180001,150119,880,987,777,19
2016/04/13 20:01:32,172865,116646,178891,149873,880,990,776,19
2016/04/13 19:10:16,172447,117359,177975,149032,880,989,770,17
2016/04/13 18:21:17,172471,117382,177975,148894,880,989,770,17
2016/04/11 18:22:16,167190,115240,168817,141630,865,1006,751,21
2016/04/10 18:9:39,165914,114821,165604,139826,862,1004,745,16
2016/04/10 17:00:51,165877,114906,165604,139688,862,1004,745,16
2016/04/10 16:32:04,165476,114716,164655,139480,862,1004,744,16
2016/04/10 07:00:16,165532,114164,164165,139312,862,1002,744,16
2016/04/10 06:00:56,164614,113657,163092,138529,861,997,741,16
2016/04/10 05:00:20,164788,113969,162970,138113,859,995,737,16
2016/04/10 04:13:37,163844,113377,161836,137592,858,993,737,16
2016/04/10 03:03:43,163744,113184,161536,137324,858,993,737,16
2016/04/10 02:22:56,163887,113513,161536,137241,858,993,737,16
2016/04/10 01:25:49,163492,113277,160943,137114,857,996,736,16
2016/04/9 19:01:02,163257,113562,160143,137139,857,993,736,16
2016/04/9 18:01:10,162309,112937,158450,136545,856,989,731,16
2016/04/9 16:02:34,162507,113175,158380,136337,855,988,730,16
2016/04/9 15:56:10,161923,112721,157470,136099,855,988,729,16
2016/04/9 05:04:43,161732,112829,156787,135823,854,988,729,16
2016/04/9 04:05:35,160077,112847,156199,135405,853,986,721,13
2016/04/9 03:02:59,159516,112257,155064,134979,853,986,721,13
2016/04/07 14:05:41,157180,110675,149395,132262,849,978,712,13
2016/04/07 13:26:36,156416,110021,148133,131934,848,977,711,13
2016/04/04 03:21:51,148377,108539,129083,119367,829,982,668,6
2016/04/04 01:04:58,148879,109122,129013,119374,829,982,668,6
2016/04/04 00:50:03,148307,108663,128203,119374,829,982,668,6
2016/04/03 21:24:56,148826,108987,127740,118640,829,988,665,3
2016/04/03 20:05:08,149305,109427,127777,118716,829,990,665,3
2016/04/03 19:15:32,149814,110022,127974,118572,829,991,665,3
2016/04/03 18:19:23,150721,113196,131103,118846,829,992,690,22
2016/04/03 17:00:25,150217,112799,130293,118758,829,992,690,22
2016/04/03 16:00:05,151633,114304,130531,118864,827,994,687,22
2016/04/03 15:04:19,155654,116922,134038,119250,827,1002,685,22
2016/04/03 14:22:34,158712,117849,137899,119158,825,1001,681,22
2016/04/02 13:34:46,166027,121774,141250,117077,820,1023,671,16
2016/03/21 22:12:36,131897,104284,87658,89980,777,973,569,10
2016/03/21 21:04:20,131452,103936,86777,89704,777,973,569,10
2016/03/21 20:01:9,131533,104027,86665,89566,777,973,569,10
2016/03/21 19:00:04,131628,104123,86509,89446,777,973,569,10
2016/03/21 18:17:37,130797,103723,85015,88848,776,971,566,10
2016/03/21 14:00:01,130629,103563,84866,88708,775,969,562,10
2016/03/21 13:44:47,130305,103555,84006,88570,774,969,562,10
